Session,BillURL,DateAccessed,BillName,BillType,BillCat,UKPB_Bill,UKPB_Act,RoyalAssent,RoyalAssentDate,LastChange,Stage,NumberofStages,FirstStageDate,LastStageDate,FirsStageName,LastStageName,Sponsor1,Sponsor2,Sponsor1Inst,Sponsor2Inst,Agent,Promoter,LatestStg-BillPage,LatestStgDate-Billpage,NextStg-Billpage,NextStgDate-Billpage,BillTxtLnk1,BillTxtLnk2,BillTxtDate,BillTxtTitle,LatestNews,Summary,mpnameuseful,mpid_twfy,mpid_grdn,mpparty,mpmajority,mpentered,mpyearentered,mpconstituency,constid_grdn,mpmatch,NumParagraphsTotal,NumParagraphsBody,NumParagraphsSchedules,LegGovUkLink,DocYear,DocMainType,DocEnactmentDate,DocCat,ActNameLGUK
2013-14,http://services.parliament.uk//bills/2013-14/recallofelectedrepresentative.html,20140413_170732,Recall of Elected Representative Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,28.02.2014,Commons,2,04.12.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Zac Goldsmith,NA,,NA,NA,NA,1st reading: House of Commons,04.12.2013,2nd reading: House of Commons,Date to be announced,NA,NA,NA,NA,, u'\r\n            A Bill to permit voters to recall their elected representatives in specified circumstances; and for connected purposes.\r\n           \r\n        ',Zac Goldsmith,24911,12677,Conservative,4091,2010-05-06,2010,Richmond Park,1246,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/recallofmembersofparliament.html,20140413_170732,Recall of Members of Parliament Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,10.04.2014,Commons,2,31.03.2014,06.06.2014,1st reading: House of Commons,2nd reading: House of Commons,Zac Goldsmith,NA,,NA,NA,NA,1st reading: House of Commons,31.03.2014,2nd reading: House of Commons,06.06.2014,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0193/cbill_2013-20140193_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0193/14193.pdf,08.04.2014,"Bill 193 2013-2014, as introduced",, u'\r\n            A Bill to permit voters to recall their Member of Parliament in specified circumstances; and for connected purposes.\r\n\r\n           \r\n        ',Zac Goldsmith,24911,12677,Conservative,4091,2010-05-06,2010,Richmond Park,1246,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/registrationofstillbirths.html,20140413_170732,Registration of Stillbirths Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,03.03.2014,Commons,2,14.01.2014,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Tim Loughton,NA,,NA,NA,NA,1st reading: House of Commons,14.01.2014,2nd reading: House of Commons,Date to be announced,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0153/cbill_2013-20140153_en_2.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0153/140153.pdf,21.02.2014,Bill 153 2013-14 (as introduced),, u'\r\n            A Bill to amend the Births and Deaths Registration Act 1953 to provide that parents may register the death of a child stillborn before the threshold of 24 weeks gestation.\r\n           \r\n        ',Tim Loughton,10371,3203,Conservative,11105,1997-05-01,1997,East Worthing and Shoreham,907,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/regulationofgamblingadvertising.html,20140413_170732,Regulation of Gambling Advertising Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,03.04.2014,Commons,2,01.04.2014,16.05.2014,1st reading: House of Commons,2nd reading: House of Commons,Jake Berry,NA,,NA,NA,NA,1st reading: House of Commons,01.04.2014,2nd reading: House of Commons,16.05.2014,NA,NA,NA,NA,, u'\r\n            A Bill to prohibit the advertising of gambling on broadcast media before the watershed; and for connected purposes.\r\n           \r\n        ',Jake Berry,24860,12680,Conservative,4493,2010-05-06,2010,Rossendale and Darwen,1257,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/regulationofrefractiveeyesurgery.html,20140413_170732,Regulation of Refractive Eye Surgery Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,25.02.2014,Commons,2,20.11.2013,13.06.2014,1st reading: House of Commons,2nd reading: House of Commons,John McDonnell,NA,,NA,NA,NA,1st reading: House of Commons,20.11.2013,2nd reading: House of Commons,13.06.2014,NA,NA,NA,NA,," u'\r\n            A Bill to regulate refractive eye surgery, including laser eye surgery.\r\n           \r\n        '",John McDonnell,10383,3825,Labour,10824,1997-05-01,1997,Hayes and Harlington,1009,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/regulationoftheprivaterentedsector.html,20140413_170732,Regulation of the Private Rented Sector Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,06.03.2014,Commons,2,15.10.2013,16.05.2014,1st reading: House of Commons,2nd reading: House of Commons,Jeremy Corbyn,NA,,NA,NA,NA,1st reading: House of Commons,15.10.2013,2nd reading: House of Commons,16.05.2014,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0114/cbill_2013-20140114_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0114/14114.pdf,27.02.2014,"Bill 114  2013-2014, as introduced",, u'\r\n            A Bill to provide for the regulation of letting agents; to protect tenants\u2019 deposits; to require the enforcement of environmental and energy-efficiency standards in private-sector rented accommodation; to amend the law on secure tenancies; to provide for fair rent to be applicable to all rented accommodation; to require landlords not to discriminate against people in receipt of state benefits; to require local authorities to establish a private rented sector office; and for connected purposes.\r\n           \r\n        ',Jeremy Corbyn,10133,1116,Labour,12401,1983-06-09,1983,Islington North,1046,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/representationofthepeopleact1981amendment.html,20140413_170732,Representation of the People Act 1981 (Amendment) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,16.01.2014,Commons,2,18.07.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Thomas Docherty,NA,,NA,NA,NA,1st reading: House of Commons,18.07.2013,2nd reading: House of Commons,Date to be announced,NA,NA,NA,NA,, u'\r\n            A Bill to amend the Representation of the People Act 1981 to amend the period of imprisonment which disqualifies a person from membership of the House of Commons; and for connected purposes.\r\n           \r\n        ',Thomas Docherty,24730,6427,Labour,5470,2010-05-06,2010,Dunfermline and West Fife,889,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/residentialroadsadoptionbylocalhighwaysauthority.html,20140413_170732,Residential Roads (Adoption by Local Highways Authority) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,12.02.2014,Commons,2,24.06.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Mr Philip Hollobone,NA,,NA,NA,NA,1st reading: House of Commons,24.06.2013,2nd reading: House of Commons,Date to be announced,NA,NA,NA,NA,, u'\r\n            A Bill to require the handover of residential roads built by developers to local highways authorities within certain time periods; and for connected purposes. \r\n           \r\n        ',Philip Hollobone,11661,5964,Conservative,9094,2005-05-05,2005,Kettering,1053,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/rightsofthesovereignandtheduchyofcornwall.html,20140413_170732,Rights of the Sovereign and the Duchy of Cornwall Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,13.01.2014,Lords,2,13.05.2013,08.11.2013,1st reading: House of Lords,2nd reading: House of Lords,Lord Berkeley,NA,,NA,NA,NA,2nd reading: House of Lords,08.11.2013,NA,NA,http://www.publications.parliament.uk/pa/bills/lbill/2013-2014/0015/lbill_2013-20140015_en_1.htm,http://www.publications.parliament.uk/pa/bills/lbill/2013-2014/0015/14015.pdf,14.05.2013,"HL Bill 15 2013-2014, as introduced",," u""\r\n            A Bill to amend the Sovereign Grant Act 2011; to amend the succession to the title of the Duke of Cornwall; to redistribute the Duchy of Cornwall estate; and to remove the requirement for a Parliament to obtain the Queen's or Prince's consent to consideration of Bills passing through Parliament.\r\n           \r\n        """,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/romanianandbulgarianaccessionlabourrestriction.html,20140413_170732,Romanian and Bulgarian Accession (Labour Restriction) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,03.03.2014,Commons,2,24.06.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Mr Peter Bone,NA,,NA,NA,NA,1st reading: House of Commons,24.06.2013,2nd reading: House of Commons,Date to be announced,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0056/cbill_2013-20140056_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0056/14056.pdf,28.11.2013,"Bill 56 2013-2014, as introduced",, u'\r\n            A Bill to make provision for restrictions on the residence in the UK of Bulgarian and Romanian nationals to continue. \r\n           \r\n        ',Peter Bone,11915,6172,Conservative,11787,2005-05-05,2005,Wellingborough,1413,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/saleofticketssportingandculturalevents.html,20140413_170732,Sale of Tickets (Sporting and Cultural Events) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,05.03.2014,Commons,2,04.03.2014,06.06.2014,1st reading: House of Commons,2nd reading: House of Commons,Nick Smith,NA,,NA,NA,NA,1st reading: House of Commons,04.03.2014,2nd reading: House of Commons,06.06.2014,NA,NA,NA,NA,, u'\r\n            A Bill to regulate the selling of tickets for certain sporting and cultural events; and for connected purposes.\r\n           \r\n        ',Nick Smith,24728,11358,Labour,10516,2010-05-06,2010,Blaenau Gwent,732,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/samesexmarriagereferendum.html,20140413_170732,Same Sex Marriage (Referendum) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,22.11.2013,Commons,2,24.06.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Mr Peter Bone,NA,,NA,NA,NA,1st reading: House of Commons,24.06.2013,2nd reading: House of Commons,Date to be announced,NA,NA,NA,NA,, u'\r\n            A Bill to make provision for a referendum on whether same sex marriage should be allowed. \r\n           \r\n        ',Peter Bone,11915,6172,Conservative,11787,2005-05-05,2005,Wellingborough,1413,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/schoolgoverningbodiesadverseweatherconditions.html,20140413_170732,School Governing Bodies (Adverse Weather Conditions) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,12.02.2014,Commons,2,24.06.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Mr Philip Hollobone,NA,,NA,NA,NA,1st reading: House of Commons,24.06.2013,2nd reading: House of Commons,Date to be announced,NA,NA,NA,NA,, u'\r\n            A Bill to require school governing bodies and headteachers to make provision to keep schools open in adverse weather conditions.\r\n           \r\n        ',Philip Hollobone,11661,5964,Conservative,9094,2005-05-05,2005,Kettering,1053,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/scotlandindependencewestminsterrepresentation.html,20140413_170732,Scotland (Independence) (Westminster Representation) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,03.04.2014,Commons,2,02.04.2014,06.06.2014,1st reading: House of Commons,2nd reading: House of Commons,Angus Brendan MacNeil,NA,,NA,NA,NA,1st reading: House of Commons,02.04.2014,2nd reading: House of Commons,06.06.2014,NA,NA,NA,NA,," u'\r\n            A Bill to provide that, in the event of a positive vote in the Scottish Independence referendum, Members of Parliament representing Scottish constituencies shall vacate their seats on the day on which Scotland becomes independent; that Scottish constituencies shall be abolished with effect from the same date; and for connected purposes.\r\n           \r\n        '",Angus Brendan MacNeil,NA,NA,NA,NA,NA,NA,NA,NA,MPNotFound,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/scottishreferendumconsultation.html,20140413_170732,Scottish Referendum (Consultation) Bill [HL],Private Members' Bill (Starting in the House of Lords),PMB-L,Yes,No,No,NA,30.01.2014,Lords,1,29.01.2014,29.01.2014,1st reading: House of Lords,1st reading: House of Lords,Lord Selsdon,NA,,NA,NA,NA,1st reading: House of Lords,29.01.2014,NA,NA,http://www.publications.parliament.uk/pa/bills/lbill/2013-2014/0082/lbill_2013-20140082_en_1.htm,http://www.publications.parliament.uk/pa/bills/lbill/2013-2014/0082/14082.pdf,30.01.2014,"HL Bill 82  2013-2014, as introduced",First reading took place on 29 January. This stage is a formality that signals the start of the Bill's journey through the Lords.," u'\n'            Keep up to date with the progress of Bills going through Parliament.          Sign up for email alerts or use our RSS feeds.        u'\n'      RSS feed for this Bill                             Receive email updates for this Bill                        u'\n'  Related information  u'\n'              Guide to the passage of a Bill          u'\n'        Find out what happens at each stage of a Public Bill’s journey through Parliament      with the Passage of a Bill guide.    u'\n'              When does a Bill become law?          u'\n'        Explanation of what happens after Bills have been passed, and when laws may change.    u'\n'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/selectivelicensinghousingstandards.html,20140413_170732,Selective Licensing (Housing Standards) Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,07.02.2014,Commons,2,17.07.2013,16.05.2014,1st reading: House of Commons,2nd reading: House of Commons,Graham Jones,NA,,NA,NA,NA,1st reading: House of Commons,17.07.2013,2nd reading: House of Commons,16.05.2014,NA,NA,NA,NA,, u'\r\n            A Bill to allow local authorities to apply selective licensing conditions to improve housing standards.\r\n           \r\n        ',Graham Jones,24835,11799,Labour,3090,2010-05-06,2010,Hyndburn,1039,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/sentencingescalator.html,20140413_170732,Sentencing Escalator Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,12.02.2014,Commons,2,24.06.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Mr Philip Hollobone,NA,,NA,NA,NA,1st reading: House of Commons,24.06.2013,2nd reading: House of Commons,Date to be announced,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0044/cbill_2013-20140044_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0044/14044.pdf,19.11.2013,"Bill 44 2013-2014, as introduced",, u'\r\n            A Bill to provide that a criminal reconvicted for an offence on a second or further occasion receives a longer sentence than for the first such offence. \r\n           \r\n        ',Philip Hollobone,11661,5964,Conservative,9094,2005-05-05,2005,Kettering,1053,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/sexestablishmentsregulation.html,20140413_170732,Sex Establishments (Regulation) Bill,"Private Members' Bill (under the Ten Minute Rule, SO No 23)",PMB-C,Yes,No,No,NA,03.04.2014,Commons,2,28.01.2014,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Diana Johnson,NA,,NA,NA,NA,1st reading: House of Commons,28.01.2014,2nd reading: House of Commons,Date to be announced,NA,NA,NA,NA,, u'\r\n            A Bill to make provision for the statutory regulation of sex establishments; to amend the Local Government (Miscellaneous Provisions) Act 1982; to require local authorities to adhere to the existing voluntary licensing framework for sex establishments; and for connected purposes.\r\n           \r\n        ',Diana Johnson,11647,6326,Labour,641,2005-05-05,2005,Kingston upon Hull North,1035,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-14,http://services.parliament.uk//bills/2013-14/sexualimproprietyinemployment.html,20140413_170732,Sexual Impropriety in Employment Bill,Private Members' Bill (Presentation Bill),PMB-C,Yes,No,No,NA,06.02.2014,Commons,2,24.06.2013,Date to be announced,1st reading: House of Commons,2nd reading: House of Commons,Mr Christopher Chope,NA,,NA,NA,NA,1st reading: House of Commons,24.06.2013,2nd reading: House of Commons,Date to be announced,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0064/cbill_2013-20140064_en_1.htm,http://www.publications.parliament.uk/pa/bills/cbill/2013-2014/0064/14064.pdf,11.07.2013,"Bill 64 2013-2014, as ordered by the House of Commons",, u'\r\n            A Bill to require that claims by employees alleging sexual impropriety be limited to cases where the alleged misconduct is contrary to the criminal law and has been reported to the police. \r\n           \r\n        ',Christopher Chope,10103,941,Conservative,15410,1983-06-09,1983,Christchurch,821,OK,NA,NA,NA,NA,NA,NA,NA,NA,NA
